"Date Added","IOC","IOC Type","Published Date","Original Article Title","Original Article Link","Source URL","Article Type","Summary","Source Title","Resolves","Double Check","Check Reason"
"2026-07-12 02:29:47","5d60ff36ff519c2e13e7f66cfa0bb46be79592a7","Hash","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
"2026-07-12 02:29:47","172[.]111[.]233[.]36","IP Address","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
"2026-07-12 02:29:47","4039454c9189e64285e93fc075a30b93f814b5b5","Hash","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
"2026-07-12 02:29:47","172[.]111[.]233[.]105","IP Address","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
"2026-07-12 02:29:47","71757adba833b46f961e840d0f055bcce0b529c4","Hash","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
"2026-07-12 02:29:47","2bab40c55637398f0497cff9c8cbea564d595c7f","Hash","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
"2026-07-12 02:29:47","08570471f39bb6725f07b8cddbea99ed48c22686","Hash","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
"2026-07-12 02:29:47","193[.]42[.]25[.]65","IP Address","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
"2026-07-12 02:29:47","172[.]111[.]233[.]96","IP Address","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
"2026-07-12 02:29:47","23f4766c011d193f076dfc735dc460e2a41ead79","Hash","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
"2026-07-12 02:29:47","8c329db96e093fa25268e078405a33c518dbb5c9","Hash","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
"2026-07-12 02:29:47","172[.]111[.]233[.]12","IP Address","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
"2026-07-12 02:29:47","172[.]94[.]9[.]49","IP Address","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
"2026-07-12 02:29:47","41[.]216[.]188[.]140","IP Address","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
"2026-07-12 02:29:47","45[.]74[.]6[.]17","IP Address","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
"2026-07-12 02:29:47","23f6781919a50b118d8d4e6a7e9ae63b71ecc885","Hash","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
